Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  3.398600e+02,   3.608435e+00,   1.427116e+01,   3.103705e-01,   3.624825e-04,   6.907162e-01,   6.416536e+00
  3.401200e+02,   3.609628e+00,   1.431911e+01,   3.118618e-01,   3.629283e-04,   6.928233e-01,   6.418517e+00
  3.403800e+02,   3.610822e+00,   1.436708e+01,   3.133535e-01,   3.633738e-04,   6.949303e-01,   6.420492e+00
  3.406400e+02,   3.612016e+00,   1.441506e+01,   3.148456e-01,   3.638192e-04,   6.970371e-01,   6.422463e+00
  3.409000e+02,   3.613211e+00,   1.446305e+01,   3.163381e-01,   3.642643e-04,   6.991437e-01,   6.424428e+00
  3.411600e+02,   3.614405e+00,   1.451105e+01,   3.178310e-01,   3.647092e-04,   7.012500e-01,   6.426389e+00
  3.414200e+02,   3.615600e+00,   1.455906e+01,   3.193242e-01,   3.651539e-04,   7.033562e-01,   6.428345e+00
  3.416800e+02,   3.616796e+00,   1.460708e+01,   3.208179e-01,   3.655984e-04,   7.054622e-01,   6.430296e+00
  3.419400e+02,   3.617991e+00,   1.465512e+01,   3.223119e-01,   3.660426e-04,   7.075679e-01,   6.432241e+00
  3.422000e+02,   3.619187e+00,   1.470316e+01,   3.238063e-01,   3.664866e-04,   7.096735e-01,   6.434183e+00
  3.424600e+02,   3.620383e+00,   1.475122e+01,   3.253011e-01,   3.669304e-04,   7.117788e-01,   6.436119e+00
  3.427200e+02,   3.621579e+00,   1.479929e+01,   3.267963e-01,   3.673740e-04,   7.138839e-01,   6.438051e+00
  3.429800e+02,   3.622776e+00,   1.484737e+01,   3.282919e-01,   3.678174e-04,   7.159888e-01,   6.439978e+00
  3.432400e+02,   3.623973e+00,   1.489546e+01,   3.297878e-01,   3.682605e-04,   7.180935e-01,   6.441900e+00
  3.435000e+02,   3.625170e+00,   1.494356e+01,   3.312841e-01,   3.687035e-04,   7.201980e-01,   6.443818e+00
  3.437600e+02,   3.626367e+00,   1.499167e+01,   3.327807e-01,   3.691462e-04,   7.223022e-01,   6.445732e+00
  3.440200e+02,   3.627565e+00,   1.503979e+01,   3.342778e-01,   3.695886e-04,   7.244062e-01,   6.447640e+00
  3.442800e+02,   3.628763e+00,   1.508792e+01,   3.357752e-01,   3.700309e-04,   7.265100e-01,   6.449545e+00
  3.445400e+02,   3.629961e+00,   1.513606e+01,   3.372729e-01,   3.704729e-04,   7.286135e-01,   6.451445e+00
  3.448000e+02,   3.631119e+00,   1.518284e+01,   3.387530e-01,   3.709207e-04,   7.306523e-01,   6.453324e+00
  3.450600e+02,   3.632221e+00,   1.522764e+01,   3.402077e-01,   3.713769e-04,   7.325983e-01,   6.455177e+00
  3.453200e+02,   3.633323e+00,   1.527246e+01,   3.416628e-01,   3.718330e-04,   7.345442e-01,   6.457025e+00
  3.455800e+02,   3.634425e+00,   1.531730e+01,   3.431184e-01,   3.722888e-04,   7.364901e-01,   6.458869e+00
  3.458400e+02,   3.635528e+00,   1.536214e+01,   3.445743e-01,   3.727444e-04,   7.384359e-01,   6.460709e+00
  3.461000e+02,   3.636631e+00,   1.540699e+01,   3.460308e-01,   3.731998e-04,   7.403816e-01,   6.462546e+00
  3.463600e+02,   3.637734e+00,   1.545186e+01,   3.474876e-01,   3.736550e-04,   7.423273e-01,   6.464378e+00
  3.466200e+02,   3.638837e+00,   1.549674e+01,   3.489449e-01,   3.741100e-04,   7.442729e-01,   6.466206e+00
  3.468800e+02,   3.639941e+00,   1.554164e+01,   3.504026e-01,   3.745647e-04,   7.462185e-01,   6.468031e+00
  3.471400e+02,   3.641045e+00,   1.558654e+01,   3.518607e-01,   3.750193e-04,   7.481640e-01,   6.469851e+00
  3.474000e+02,   3.642149e+00,   1.563146e+01,   3.533192e-01,   3.754737e-04,   7.501094e-01,   6.471668e+00
  3.476600e+02,   3.643254e+00,   1.567639e+01,   3.547782e-01,   3.759279e-04,   7.520547e-01,   6.473481e+00
  3.479200e+02,   3.644359e+00,   1.572133e+01,   3.562376e-01,   3.763818e-04,   7.540000e-01,   6.475290e+00
  3.481800e+02,   3.645464e+00,   1.576628e+01,   3.576973e-01,   3.768356e-04,   7.559451e-01,   6.477095e+00
  3.484400e+02,   3.646569e+00,   1.581124e+01,   3.591576e-01,   3.772892e-04,   7.578902e-01,   6.478897e+00
  3.487000e+02,   3.647675e+00,   1.585622e+01,   3.606182e-01,   3.777425e-04,   7.598352e-01,   6.480695e+00
  3.489600e+02,   3.648781e+00,   1.590121e+01,   3.620792e-01,   3.781957e-04,   7.617802e-01,   6.482489e+00
  3.492200e+02,   3.649887e+00,   1.594620e+01,   3.635407e-01,   3.786486e-04,   7.637250e-01,   6.484279e+00
  3.494800e+02,   3.650994e+00,   1.599121e+01,   3.650025e-01,   3.791013e-04,   7.656697e-01,   6.486066e+00
  3.497400e+02,   3.652101e+00,   1.603624e+01,   3.664648e-01,   3.795539e-04,   7.676144e-01,   6.487849e+00
  3.500000e+02,   3.653208e+00,   1.608127e+01,   3.679275e-01,   3.800062e-04,   7.695589e-01,   6.489629e+00
  3.821667e+02,   3.763251e+00,   2.072943e+01,   5.365624e-01,   4.390523e-04,   9.640142e-01,   6.677994e+00
  4.143333e+02,   3.847507e+00,   2.450075e+01,   6.924639e-01,   5.003634e-04,   1.113988e+00,   6.830322e+00
  4.465000e+02,   3.917860e+00,   2.780542e+01,   8.410243e-01,   5.622286e-04,   1.240211e+00,   6.962677e+00
  4.786667e+02,   3.979098e+00,   3.080754e+01,   9.845751e-01,   6.238503e-04,   1.351003e+00,   7.081795e+00
